Booking_ID,Consumer_ID,Consumer_Name,Phone,Aadhaar_Last4,Oil_Company,Distributor_Name,State,Region,City,Consumer_Category,Connection_Type,Cylinder_Type,Cylinders_Booked,Booking_Date,Delivery_Date,Booking_Channel,Payment_Mode,Delivery_Status,Scheme_Type,Unit_Price_INR,Total_Amount_INR,Subsidy_INR,Net_Payable_INR,Delivery_TAT_Days
BK938098,CON50566,Priya Chauhan,9688681082,6004,HP Gas,Ali Gas Supply,Karnataka,South,Bengaluru,Industrial,Active,19 KG,2,17 Jan 2024,21 Jan 2024,online,UPI,delivered,ujjwala yojana,1029.04,2058.08,205.81,1852.27,4
BK507953,CON10073,Mukesh Kumar,9762957887,1115,Bharat Gas,Gupta Fuel Agency,Haryana,North,Ambala,Industriel,New Connection,14.2 kg,1,27 Aug 2022,2022-08-28,SMS,NEFT,Cancelled,,911.86,911.86,45.59,866.27,1
BK770093,CON72805,Kavita Rawat,9686368488,5230,IndanGas,Das Gas Depot,Kerala,South,Kochi,Industriel,Surrender,19 KG,1,28/03/2023,29 Mar 2023,online,cash,Delivered,ujjwala yojana,1117.15,1117.15,223.43,893.72,1
BK234628,CON71638,Ramesh Rawat,9405811598,5877,HP Gas,Sharma Gas Agency,Kerala,South,Kozhikode,Industriel,Suspended,47.5 KG,3,2024-08-05,10/08/2024,ivr,Cash,PENDING,Ujjwala,371.89,1115.67,74.38,1041.29,5
BK707900,CON95492,Savita Reddy,9844557987,8255,IndanGas,Mishra Gas Service,Punjab,North,Patiala,Commerical,New Connection,47.5 KG,1,02-11-2024,04 Nov 2024,ivr,cash,PENDING,N/A,391.27,391.27,0.0,391.27,2
BK126781,CON94137,Asha Joshi,9248439029,7432,IndanGas,Mishra Gas Service,Telangana,South,Warangal,Industriel,Active,14.2 KG,2,01/26/2023,27 Jan 2023,Mobile App,NEFT,Cancelled,regular,870.21,1740.42,43.51,1696.91,1
BK263446,CON44404,Priya Nair,9604941598,4187,Bharat Gas,Joshi Gas Agency,Gujarat,West,Vadodara,domestic,Transfer,14.2 KG,1,2024-09-24,2024-09-24,IVR,Cash,,BPL Subsidy,928.44,928.44,139.27,789.17,0
BK213008,CON82222,Ajay Kumar,9366644863,5205,IndanGas,Joshi Gas Agency,Karnataka,South,Hubli,Commercial,Transfer,47.5 KG,1,2023-10-28,2023-10-28,online,Cash,Delievered,N/A,321.04,321.04,0.0,321.04,0
BK549528,CON10867,Rekha Joshi,9980057184,7948,IndanGas,Verma Distributors,Jharkhand,East,Jamshedpur,Industriel,surrendered,19 KG,1,08/10/2022,11-10-2022,,Cheque,Failed,Ujjwala,1217.23,1217.23,243.45,973.78,3
BK453536,CON98674,Sunita Rawat,9510590875,2210,HP Gas,Verma Distributors,Himachal Pradesh,North,Dharamshala,comercial,Surrender,14.2 KG,3,08/04/2024,08/04/2024,ivr,Cash,Delievered,,783.43,2350.29,0.0,2350.29,0
BK265204,CON85758,Dinesh Singh,9766195088,9044,HP Gas,Das Gas Depot,Chhattisgarh,Central,Raipur,Industrial,Surrender,5kg,1,20/02/2022,23 Feb 2022,ivr,UPI,Failed,Ujjwala Yojana,274.67,274.67,54.93,219.74,3
BK826631,CON96538,Ajay Joshi,9572404216,5211,HP Gas,Sharma Gas Agency,Himachal Pradesh,North,Dharamshala,Commercial,Transfer,14.2 KG,1,2023-08-20,08/22/2023,Mobile App,CASH,Delivered,regular,50000,853.82,42.69,811.13,2
BK592068,CON74856,,9246384139,3402,HP Gas,Ali Gas Supply,Karnataka,South,Mangaluru,Domestic,surrendered,14.2KG,1,14-10-2023,17 Oct 2023,ivr,Cash,Delievered,Ujjwala Yojana,925.09,925.09,185.02,740.07,3
BK616624,CON19769,Ravi Das,9917924997,3187,IndanGas,Sharma Gas Agency,Rajasthan,West,Jaipur,Domestic,new connection,5kg,1,2023-02-17,02/17/2023,online,cash,Delivered,regular,432.74,432.74,21.64,411.1,0
BK733266,CON21219,Ajay Sharma,9555963196,7111,IndanGas,Tiwari LPG Store,Karnataka,South,Hubli,Domestic,surrendered,14.2KG,1,03/01/2022,08 Jan 2022,online,UPI,Cancled,Ujjwala Yojana,914.79,914.79,182.96,731.83,5
BK802221,CON17039,Asha Nair,9763329371,,HP Gas,Nair Fuel Point,Telangana,South,Karimnagar,Commercial,Surrender,14.2 kg,2,08/18/2024,18/08/2024,ivr,Cash,,Ujjwala Yojana,869.27,1738.54,173.85,1564.69,0
BK583091,CON98400,Usha Dubey,9951847913,7002,HP Gas,Joshi Gas Agency,West Bengal,East,Durgapur,domestic,ACTIVE,14.2 kg,1,06/06/2023,06/07/2023,Mobile App,upi,delivered,ujjwala yojana,846.72,846.72,169.34,677.38,1
BK514680,CON85160,Sanjay Verma,9327030773,6528,HP Gas,Tiwari LPG Store,Telangana,South,Karimnagar,comercial,Surrender,19 KG,2,12/05/2023,2023-12-08,ivr,Cash,PENDING,,1181.67,2363.34,59.08,2304.26,3
BK692379,CON90897,Suresh Reddy,9754647581,6267,Bharat Gas,Ali Gas Supply,Uttar Pradesh,North,Bareilly,domestic,Transfer,5kg,2,10/25/2022,28-10-2022,SMS,Cheque,PENDING,Ujjwala,261.86,523.72,52.37,471.35,3
BK154856,CON96386,Priya Srivastava,9619980604,9979,HP Gas,Yadav Gas Centre,Gujarat,West,Vadodara,domestic,Suspended,19 KG,2,30/10/2022,11/04/2022,,Cash,Cancelled,Ujjwala Yojana,1072.94,2145.88,214.59,1931.29,5
BK393644,CON68570,Suresh Shah,9993546204,7943,IndanGas,Nair Fuel Point,Delhi,North,Rohini,comercial,New Connection,14.2KG,2,01 Aug 2022,04/08/2022,IVR,Cheque,Cancled,Ujjwala,953.77,1907.54,190.75,1716.79,3
BK593498,CON53338,Naveen Chauhan,9587133504,2048,HP Gas,Ali Gas Supply,Odisha,East,,DOMESTIC,new connection,14.2KG,1,28/04/2023,04/30/2023,Distributor Visit,Cash,Pending,Ujjwala,953.61,953.61,190.72,762.89,2
BK981114,CON46542,Usha Sharma,9132487123,4802,HP Gas,Mehta LPG Hub,Rajasthan,West,Kota,DOMESTIC,surrendered,14.2KG,3,01-09-2022,09/01/2022,Distributor Visit,UPI,Delievered,No Scheme,851.92,2555.76,0.0,2555.76,0
BK561365,CON98498,Kavita Patel,XXXXXXXXXX,,Bharat Gas,Singh LPG,Haryana,North,Ambala,Industriel,Surrender,19 KG,2,2023-09-03,2023-09-06,online,NEFT,delivered,regular,1090.43,,54.52,2126.34,3
BK554042,CON52743,Ajay Mishra,9433034189,9216,Bharat Gas,Mehta LPG Hub,Assam,East,Silchar,Commercial,New Connection,14.2KG,1,25/11/2023,2023-11-26,online,CASH,Cancelled,BPL Subsidy,804.27,804.27,120.64,683.63,1
BK330916,CON98409,Sunita Mehta,9668207302,7204,Bharat Gas,Verma Distributors,Telangana,South,Hyderabad,Industriel,Surrender,19 KG,3,03/02/2023,03/05/2023,IVR,NEFT,Delivered,BPL Subsidy,1124.59,3373.77,168.69,3205.08,3
BK558889,CON20484,Geeta Mehta,9464703805,8697,IndanGas,Ali Gas Supply,Uttarakhand,North,Rishikesh,comercial,Transfer,14.2 KG,2,12/12/2023,17 Dec 2023,ivr,Cheque,delivered,No Scheme,866.07,1732.14,0.0,1732.14,5
BK123745,CON50917,Deepa Pandey,9174249796,7903,HP Gas,Mehta LPG Hub,Gujarat,West,Surat,DOMESTIC,New Connection,19 KG,1,2023-08-18,21 Aug 2023,SMS,UPI,PENDING,BPL Subsidy,1165.29,1165.29,174.79,990.5,3
BK110652,CON48931,Ajay Das,9760308410,6124,HP Gas,Mehta LPG Hub,Madhya Pradesh,Central,,DOMESTIC,ACTIVE,14.2KG,1,19/01/2023,2023-01-24,online,Cheque,Failed,N/A,939.63,939.63,0.0,939.63,5
BK536201,CON87940,Pooja Verma,9932215065,1625,Bharat Gas,Sharma Gas Agency,Himachal Pradesh,North,Manali,domestic,New Connection,14.2 kg,1,17-05-2023,21-05-2023,IVR,Cash,Failed,Regular,908.76,908.76,45.44,863.32,4
BK580650,CON12775,Suresh Joshi,9467867499,4932,HP Gas,Ali Gas Supply,Karnataka,South,Mysuru,Industriel,surrendered,19 KG,1,15 Oct 2023,10/18/2023,Mobile App,upi,Pending,BPL Subsidy,1106.3,1106.3,165.94,940.36,3
BK980637,CON47516,Priya Nair,9199354801,7131,IndanGas,Ali Gas Supply,Jharkhand,East,Dhanbad,domestic,new connection,5 KG,2,2024-01-22,2024-01-23,online,UPI,Cancelled,BPL Subsidy,252.34,504.68,37.85,466.83,1
BK504453,CON91652,Savita Yadav,9929899047,5744,HP Gas,Sharma Gas Agency,Haryana,North,Gurugram,Industriel,Active,14.2KG,1,07-09-2023,07/09/2023,Mobile App,CASH,Cancelled,Ujjwala Yojana,915.76,915.76,183.15,732.61,0
BK140669,CON57408,Ramesh Singh,9424919187,4821,HP Gas,Joshi Gas Agency,Rajasthan,West,Jaipur,Commerical,surrendered,19 KG,1,02/08/2023,2023-08-05,Mobile App,Cash,Delivered,ujjwala yojana,1070.58,1070.58,,856.46,3
BK284445,CON70513,Usha Shah,9664404345,1831,HP Gas,Singh LPG,West Bengal,East,Kolkata,comercial,Surrender,5kg,2,21/09/2022,21-09-2022,Distributor Visit,Cheque,delivered,BPL Subsidy,270.15,540.3,40.52,499.78,0
BK222701,CON85009,Savita Tiwari,9174307986,,IndanGas,Kumar Gas Point,Jharkhand,East,Jamshedpur,Domestic,Transfer,5 KG,3,10/20/2023,23/10/2023,online,Cheque,Failed,Regular,385.41,1156.23,19.27,1136.96,3
BK602408,CON48084,Kishore Srivastava,9264815178,8524,HP Gas,Patel Gas Service,Jharkhand,East,Ranchi,Commerical,New Connection,14.2 KG,1,16-02-2022,17 Feb 2022,IVR,Cheque,Cancelled,Regular,929.8,929.8,46.49,883.31,1
BK773699,CON76037,Vinod Joshi,9363672771,3243,IndanGas,Sharma Gas Agency,Maharashtra,West,Mumbai,Commercial,New Connection,5 KG,1,01/20/2023,01/24/2023,ivr,,Delivered,ujjwala yojana,411.94,411.94,82.39,329.55,4
BK109334,CON13463,,9361355022,1085,IndanGas,Ali Gas Supply,Telangana,South,Hyderabad,Commercial,Suspended,19 KG,1,27 May 2023,05/28/2023,Mobile App,cash,Failed,Ujjwala Yojana,1063.1,1063.1,212.62,850.48,1
BK677146,CON54258,Ramesh Yadav,9358257050,1533,HP Gas,Tiwari LPG Store,Haryana,North,Panipat,Commerical,new connection,14.2KG,3,02/19/2022,20 Feb 2022,IVR,UPI,Delievered,Regular,873.88,2621.64,43.69,2577.95,1
BK938402,CON45844,Nisha Verma,9371722511,7059,Bharat Gas,Mehta LPG Hub,Rajasthan,West,Kota,Industriel,Suspended,5kg,1,30/06/2022,01-07-2022,Distributor Visit,Cheque,Cancled,Regular,285.6,285.6,14.28,271.32,1
BK665198,CON59965,Ajay Singh,9643911630,4792,HP Gas,Das Gas Depot,Goa,West,Vasco,Commercial,Suspended,5 KG,1,05-06-2022,2022-06-05,Online,Cheque,,regular,273.28,273.28,13.66,259.62,0
BK430050,CON46806,Savita Reddy,9880372366,8291,Bharat Gas,Mishra Gas Service,Uttarakhand,North,Dehradun,Commerical,ACTIVE,14.2 kg,1,01/15/2022,15 Jan 2022,Online,Cash,Failed,regular,961.06,961.06,48.05,913.01,0
BK440623,CON99021,Lata Patel,9608804585,,HP Gas,Gupta Fuel Agency,Odisha,East,Bhubaneswar,Domestic,Active,19 KG,1,09 Jan 2024,01/09/2024,Online,UPI,Delievered,Ujjwala,1033.93,1033.93,,827.14,0
BK290046,CON87845,Kishore Kumar,9871429726,8320,HP Gas,Gupta Fuel Agency,West Bengal,East,Durgapur,DOMESTIC,Suspended,14.2 kg,3,2022-10-11,11 Oct 2022,Distributor Visit,UPI,delivered,regular,920.31,2760.93,46.02,2714.91,0
BK345613,CON51031,Mukesh Das,9462753893,2227,Bharat Gas,Das Gas Depot,Jharkhand,East,Dhanbad,comercial,Active,5 KG,1,07/25/2023,30-07-2023,ivr,NEFT,Delievered,No Scheme,337.28,337.28,0.0,337.28,5
BK839889,CON93505,Anil Nair,9589996382,8739,HP Gas,Kumar Gas Point,Rajasthan,West,Udaipur,Commerical,new connection,47.5 KG,1,13-03-2023,2023-03-16,ivr,CASH,Failed,BPL Subsidy,346.98,346.98,52.05,294.93,3
BK591513,CON14917,Anita Singh,9924039290,9019,HP Gas,Mishra Gas Service,Odisha,East,Rourkela,Commercial,New Connection,14.2KG,1,03/05/2024,03/05/2024,online,UPI,Pending,N/A,956.6,956.6,0.0,956.6,0
BK686749,CON98433,Pooja Dubey,9539267296,7749,HP Gas,Singh LPG,Madhya Pradesh,Central,Jabalpur,Industriel,New Connection,19 KG,1,10/29/2022,31/10/2022,Distributor Visit,CASH,Pending,Ujjwala Yojana,1086.87,1086.87,217.37,869.5,2
BK478543,CON70211,Vijay Rawat,9649880257,7830,HP Gas,Mehta LPG Hub,Andhra Pradesh,South,Vijayawada,comercial,Suspended,5 KG,1,11 Aug 2022,16/08/2022,ivr,CASH,Cancelled,,242.77,242.77,12.14,230.63,5
BK639858,CON40746,,9742186457,9227,IndanGas,Ali Gas Supply,Gujarat,West,Surat,DOMESTIC,Transfer,14.2KG,1,18/04/2024,2024-04-23,Distributor Visit,Cash,Cancled,regular,851.97,851.97,42.6,809.37,5
BK450061,CON27350,Ravi Patel,9909049162,5225,HP Gas,Gupta Fuel Agency,West Bengal,East,Asansol,Domestic,Transfer,19 KG,1,30-04-2022,01 May 2022,IVR,cash,Failed,regular,1168.64,1168.64,58.43,1110.21,1
BK255698,CON45620,Amit Das,9347549203,5224,IndanGas,Yadav Gas Centre,Gujarat,West,Vadodara,comercial,surrendered,19 KG,2,14/02/2023,2023-02-17,Online,NEFT,PENDING,ujjwala yojana,1134.95,2269.9,226.99,2042.91,3
BK973358,CON38719,Sanjay Yadav,9111962073,4130,HP Gas,Singh LPG,Kerala,South,Kochi,Industrial,Transfer,19 KG,2,03/14/2022,15-03-2022,ivr,Cheque,Pending,ujjwala yojana,1163.49,2326.98,232.7,2094.28,1
BK186496,CON26761,Deepa Mishra,9858083761,5955,HP Gas,Kumar Gas Point,Madhya Pradesh,Central,,Industriel,New Connection,14.2 kg,1,07/26/2022,30-07-2022,Distributor Visit,Cheque,Cancled,Ujjwala,912.17,912.17,182.43,729.74,4
BK264985,CON67026,Kavita Pandey,9751964008,9484,HP Gas,Joshi Gas Agency,Karnataka,South,Mangaluru,Domestic,new connection,14.2KG,3,02/10/2023,15-02-2023,online,NEFT,Cancled,No Scheme,963.66,2890.98,0.0,2890.98,5
BK894360,CON86238,Priya Shah,9710144477,9714,HP Gas,Verma Distributors,Karnataka,South,Bengaluru,Commerical,new connection,5kg,1,11/11/2023,11/11/2023,,Cash,Cancelled,Regular,326.88,326.88,16.34,310.54,0
BK451219,CON34274,Kishore Sharma,9473518639,5685,HP Gas,Patel Gas Service,Jharkhand,East,Jamshedpur,Industrial,surrendered,14.2KG,-1,29 Oct 2023,2023-10-31,IVR,NEFT,Pending,regular,850.09,850.09,42.5,807.59,2
BK156177,CON29610,Amit Dubey,9170128064,,IndanGas,Sharma Gas Agency,Maharashtra,West,Mumbai,Domestic,Transfer,5 KG,2,30-03-2023,04/04/2023,IVR,cash,Delievered,N/A,273.55,547.1,0.0,547.1,5
BK515582,CON13002,Nisha Chauhan,9928030614,6992,HP Gas,Sharma Gas Agency,Punjab,North,,domestic,Transfer,19 KG,1,09/02/2023,14-02-2023,SMS,Cash,Cancled,regular,1091.48,1091.48,54.57,1036.91,5
BK538794,CON67059,Pooja Mehta,9894730104,2483,Bharat Gas,Joshi Gas Agency,Uttarakhand,North,Haridwar,DOMESTIC,surrendered,14.2KG,2,27/04/2022,02/05/2022,online,,Cancled,No Scheme,948.37,1896.74,0.0,1896.74,5
BK735678,CON62858,Vinod Reddy,9535617461,3896,Bharat Gas,Singh LPG,Gujarat,West,Rajkot,domestic,New Connection,14.2 kg,1,11/03/2022,04-11-2022,IVR,UPI,Delivered,regular,942.11,942.11,47.11,895.0,1
BK166582,CON10669,,9972404146,4895,IndanGas,Sharma Gas Agency,Chhattisgarh,Central,Bhilai,domestic,new connection,14.2 KG,3,24 May 2024,2024-05-24,Distributor Visit,Cash,Delievered,Ujjwala,887.48,2662.44,177.5,2484.94,0
BK769862,CON15821,Asha Singh,9307256730,1189,HP Gas,Das Gas Depot,Karnataka,South,Mangaluru,DOMESTIC,Surrender,14.2 KG,1,20-03-2023,22-03-2023,Mobile App,Cheque,Failed,,878.76,,175.75,703.01,2
BK197142,CON59123,Sanjay Kumar,9808953384,,Bharat Gas,Tiwari LPG Store,Himachal Pradesh,North,Manali,comercial,Surrender,14.2 KG,2,01-04-2024,2024-04-06,Mobile App,UPI,Failed,Ujjwala,844.74,1689.48,168.95,1520.53,5
BK990880,CON83203,Vijay Gupta,9987816714,2196,HP Gas,Tiwari LPG Store,Assam,East,Guwahati,Domestic,surrendered,14.2 kg,1,11 Nov 2022,15 Nov 2022,Mobile App,cash,Pending,Regular,932.56,932.56,46.63,885.93,4
BK107240,CON60942,Ramesh Pandey,9816427843,4768,IndanGas,Verma Distributors,Karnataka,South,Hubli,Commercial,Surrender,5kg,3,16/04/2023,16/04/2023,Distributor Visit,NEFT,Delivered,BPL Subsidy,358.38,1075.14,53.76,1021.38,0
BK881755,CON76580,Manoj Tiwari,0000000000,,IndanGas,Verma Distributors,Gujarat,West,Surat,Industrial,New Connection,19 KG,2,08/24/2022,26-08-2022,ivr,NEFT,Failed,regular,1088.17,,54.41,2121.93,2
BK627611,CON63077,Vijay Verma,9971400581,6446,IndanGas,Tiwari LPG Store,Delhi,North,Dwarka,Commercial,New Connection,14.2KG,1,04/06/2022,09-06-2022,SMS,cash,Delivered,Ujjwala,951.41,951.41,190.28,761.13,5
BK684583,CON38893,Manoj Mishra,9908258396,2402,IndanGas,Kumar Gas Point,Andhra Pradesh,South,Visakhapatnam,Domestic,surrendered,14.2 kg,1,2023-09-17,09/18/2023,IVR,Cash,Pending,Ujjwala,901.59,901.59,180.32,721.27,1
BK760618,CON62540,Nisha Dubey,9967490713,9984,IndanGas,Tiwari LPG Store,Uttar Pradesh,North,,Industriel,Suspended,5 KG,1,03 Oct 2022,08 Oct 2022,Mobile App,UPI,Delivered,regular,361.75,361.75,18.09,343.66,5
BK621809,CON74365,Deepa Mishra,9744463516,2024,IndanGas,Yadav Gas Centre,Madhya Pradesh,Central,Bhopal,Domestic,Transfer,14.2KG,2,27-02-2023,2023-02-27,SMS,upi,Cancelled,Regular,799.5,1599.0,39.98,1559.02,0
BK338720,CON53313,Dinesh Tiwari,9377179035,4706,HP Gas,Sharma Gas Agency,Uttar Pradesh,North,Agra,Commercial,Active,47.5 KG,1,2024-04-27,27-04-2024,Mobile App,Cash,PENDING,Regular,432.14,,21.61,410.53,0
BK378123,CON35799,Savita Dubey,9261709601,3664,HP Gas,Mishra Gas Service,Rajasthan,West,Jaipur,Industriel,Transfer,19 KG,3,2022-08-24,27 Aug 2022,Online,NEFT,Pending,Ujjwala,1049.45,3148.35,209.89,2938.46,3
BK596470,CON69199,Vijay Das,,5088,IndanGas,Joshi Gas Agency,Odisha,East,Rourkela,Commerical,Transfer,14.2KG,2,2023-02-05,02/10/2023,IVR,Cash,Cancelled,regular,868.8,1737.6,43.44,1694.16,5
BK374722,CON67852,Amit Dubey,9303562337,3232,HP Gas,Verma Distributors,Bihar,East,Muzaffarpur,Industriel,ACTIVE,5kg,1,11-10-2024,13-10-2024,Distributor Visit,Cash,Cancelled,regular,379.26,379.26,18.96,360.3,2
BK766443,CON25962,Savita Reddy,9943414540,8387,IndanGas,Kumar Gas Point,West Bengal,East,Durgapur,comercial,Surrender,14.2 KG,1,22 Feb 2024,24/02/2024,SMS,UPI,Cancelled,,862.27,862.27,172.45,689.82,2
BK930287,CON92992,Mukesh Patel,9264761807,5180,IndanGas,Sharma Gas Agency,Telangana,South,Hyderabad,domestic,Suspended,14.2KG,2,30 Dec 2023,01/03/2024,Mobile App,upi,PENDING,Ujjwala,895.38,1790.76,179.08,1611.68,4
BK320888,CON38100,Nisha Rawat,,4623,IndanGas,Mishra Gas Service,Odisha,East,Bhubaneswar,Industrial,Transfer,5 KG,1,25 Mar 2022,2022-03-28,IVR,UPI,delivered,BPL Subsidy,330.09,330.09,49.51,280.58,3
BK246013,CON31240,Sanjay Mishra,9711947172,1601,IndanGas,Nair Fuel Point,Kerala,South,Kochi,Commercial,Transfer,19 KG,1,04 Dec 2022,07 Dec 2022,Online,Cheque,Delievered,BPL Subsidy,1072.32,1072.32,160.85,911.47,3
BK364633,CON95646,Kavita Kumar,9429563277,4694,HP Gas,Gupta Fuel Agency,Uttar Pradesh,North,Agra,domestic,new connection,14.2KG,1,2022-08-19,23/08/2022,Mobile App,CASH,Pending,Ujjwala,966.29,966.29,193.26,773.03,4
BK478986,CON82415,Manoj Rawat,9556496324,6056,IndanGas,Das Gas Depot,Punjab,North,Amritsar,DOMESTIC,Transfer,14.2 kg,1,2023-02-09,09/02/2023,Mobile App,Cheque,Cancled,Regular,940.63,940.63,47.03,893.6,0
BK912720,CON95505,Mukesh Chauhan,9904644695,5114,Bharat Gas,Singh LPG,Delhi,North,Karol Bagh,Industrial,ACTIVE,14.2KG,-1,02/15/2023,19-02-2023,ivr,,Failed,N/A,905.92,905.92,0.0,905.92,4
BK201972,CON60393,Shanta Srivastava,9307953252,8083,IndanGas,Sharma Gas Agency,Rajasthan,West,Jaipur,Industriel,New Connection,14.2KG,1,09/12/2024,13-09-2024,ivr,UPI,PENDING,Ujjwala,954.43,954.43,190.89,763.54,1
BK480708,CON91323,Sanjay Gupta,9729468888,6575,HP Gas,Reddy Gas Agency,Karnataka,South,Mangaluru,Commercial,new connection,19 KG,1,18/11/2022,21/11/2022,online,upi,Failed,ujjwala yojana,1043.71,1043.71,208.74,834.97,3
BK734336,CON72165,,9889578075,8281,IndanGas,Sharma Gas Agency,Madhya Pradesh,Central,Gwalior,Commerical,ACTIVE,47.5 KG,1,03 Feb 2023,06 Feb 2023,ivr,Cash,Failed,N/A,416.74,416.74,0.0,416.74,3
BK465817,CON56344,Suresh Pandey,9128975523,6724,HP Gas,Nair Fuel Point,Assam,East,Dibrugarh,DOMESTIC,surrendered,47.5 KG,1,23-09-2022,25 Sep 2022,ivr,UPI,Delivered,Ujjwala,312.91,312.91,62.58,250.33,2
BK659601,CON58742,Geeta Joshi,9858624225,1480,Bharat Gas,Singh LPG,Odisha,East,Bhubaneswar,domestic,Transfer,5kg,1,13-09-2023,09/18/2023,IVR,cash,Delievered,Regular,379.33,379.33,18.97,360.36,5
BK709669,CON66607,Shanta Chauhan,9460427569,1879,HP Gas,Singh LPG,Andhra Pradesh,South,Vijayawada,domestic,Suspended,47.5 KG,3,30/06/2023,2023-07-05,Distributor Visit,Cash,Delievered,regular,397.74,1193.22,19.89,1173.33,5
BK606397,CON79903,Meena Dubey,9667048342,,IndanGas,Sharma Gas Agency,Delhi,North,New Delhi,Commerical,Surrender,5 KG,1,2024-08-03,08/06/2024,SMS,,delivered,regular,333.87,333.87,16.69,317.18,3
BK653498,CON71652,Sanjay Sharma,9851493339,4393,HP Gas,Joshi Gas Agency,Andhra Pradesh,South,Visakhapatnam,comercial,surrendered,14.2 kg,1,11/24/2022,28 Nov 2022,Distributor Visit,UPI,Pending,Ujjwala Yojana,946.61,946.61,189.32,757.29,4
BK112276,CON74130,Manoj Srivastava,9596541318,6383,IndanGas,Sharma Gas Agency,Andhra Pradesh,South,Guntur,Domestic,ACTIVE,5 KG,1,02-07-2023,2023-07-02,Online,Cash,Delievered,ujjwala yojana,433.12,433.12,86.62,346.5,0
BK298329,CON25425,Amit Patel,9299920368,1551,IndanGas,Verma Distributors,Rajasthan,West,Jodhpur,domestic,ACTIVE,19 KG,1,2024-10-05,10 Oct 2024,IVR,UPI,Delievered,Ujjwala,1169.22,1169.22,233.84,935.38,5
BK156712,CON26278,Rekha Shah,9395470670,1985,Bharat Gas,Verma Distributors,Uttarakhand,North,,Industrial,Active,14.2 kg,1,06 Feb 2023,02/07/2023,IVR,cash,Delievered,Ujjwala Yojana,890.08,890.08,178.02,712.06,1
BK197955,CON83194,Shanta Shah,9472148341,5716,IndanGas,Verma Distributors,Himachal Pradesh,North,Shimla,Domestic,New Connection,14.2 kg,1,12/24/2024,25/12/2024,IVR,Cheque,Pending,Ujjwala,921.61,921.61,184.32,737.29,1
BK650958,CON29708,Sanjay Joshi,9794196943,7861,IndanGas,Reddy Gas Agency,Karnataka,South,Mangaluru,Commerical,new connection,14.2KG,1,23/06/2022,27-06-2022,Mobile App,UPI,PENDING,No Scheme,799.07,799.07,0.0,799.07,4
BK229953,CON85390,Kavita Patel,9537251165,1672,HP Gas,Sharma Gas Agency,Tamil Nadu,South,Madurai,Commerical,Suspended,5kg,1,2024-03-04,04-03-2024,online,CASH,Cancled,Ujjwala,307.72,307.72,61.54,246.18,0
BK730544,CON37568,Deepa Tiwari,9409729482,5068,HP Gas,Mishra Gas Service,Telangana,South,Warangal,Commerical,Surrender,14.2 kg,2,03 Jul 2024,06/07/2024,Mobile App,NEFT,Cancelled,Ujjwala Yojana,830.01,1660.02,166.0,1494.02,3
BK481878,CON88622,Ramesh Nair,9888381573,7153,IndanGas,Sharma Gas Agency,Uttar Pradesh,North,Lucknow,DOMESTIC,ACTIVE,14.2KG,1,05/23/2024,05/24/2024,SMS,UPI,Delievered,N/A,882.73,882.73,0.0,882.73,1
BK396775,CON58210,Deepa Joshi,9812494165,7111,IndanGas,Yadav Gas Centre,West Bengal,East,Howrah,domestic,Suspended,5 KG,3,26 Nov 2023,28 Nov 2023,Distributor Visit,Cash,Delivered,Regular,307.28,921.84,15.36,906.48,2
BK108156,CON49521,Vinod Shah,9360457376,,IndanGas,Mehta LPG Hub,Andhra Pradesh,South,Guntur,Domestic,ACTIVE,5 KG,1,28/08/2024,28/08/2024,SMS,Cheque,Pending,Ujjwala Yojana,305.93,305.93,61.19,244.74,0
BK135034,CON58307,,9353622251,8332,Bharat Gas,Nair Fuel Point,Odisha,East,Rourkela,domestic,Surrender,14.2 kg,1,21-12-2022,21/12/2022,Online,UPI,Failed,Regular,827.01,827.01,41.35,785.66,0
BK571643,CON78122,Nisha Nair,9597249871,4180,HP Gas,Mehta LPG Hub,Bihar,East,Muzaffarpur,comercial,surrendered,5 KG,1,10/04/2022,09 Oct 2022,Distributor Visit,Cheque,delivered,regular,286.52,286.52,14.33,272.19,5
BK443158,CON77932,Sanjay Shah,9801791734,,IndanGas,Singh LPG,Assam,East,Dibrugarh,Industriel,surrendered,5 KG,1,03/05/2024,09 Mar 2024,SMS,NEFT,delivered,Ujjwala,257.66,257.66,51.53,206.13,4
BK717768,CON60934,Savita Mishra,9699144877,1872,HP Gas,Reddy Gas Agency,Jharkhand,East,Ranchi,comercial,Surrender,5kg,2,12-10-2022,10/16/2022,online,CASH,Cancelled,Regular,269.18,538.36,13.46,524.9,4
BK619855,CON75725,Nisha Srivastava,9784189736,7952,IndanGas,Mishra Gas Service,Odisha,East,Cuttack,Domestic,Suspended,47.5 KG,1,2024-07-09,14/07/2024,SMS,cash,PENDING,ujjwala yojana,403.89,403.89,80.78,323.11,5
BK485503,CON63881,Kavita Gupta,9473234231,1355,IndanGas,Mishra Gas Service,Rajasthan,West,Jodhpur,DOMESTIC,ACTIVE,5 KG,1,30 Dec 2022,2022-12-30,IVR,Cash,delivered,ujjwala yojana,270.19,270.19,54.04,216.15,0
BK669820,CON21480,Manoj Chauhan,9760998359,,HP Gas,Singh LPG,Madhya Pradesh,Central,,domestic,Transfer,14.2KG,2,2024-05-16,05/19/2024,online,,Cancled,BPL Subsidy,810.96,1621.92,121.64,1500.28,3
